id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
228,df,4.2,询问明日能否还款,明天能不能多关键几天因为工资的话他拖下去现在没法啊,明天能不能多关键几天因为工资的话他拖下去现在没法啊,5.4,不同意明日还款,no
229,GHSC,4.2,询问明日能否还款,周一周二,周一周二,5.4,不同意明日还款,no
230,GHSC,4.2,询问明日能否还款,对跟内机号了我说说五号回家嘛我现在在外地我要睡在我把马上肯定的,对跟内机号了我说五号回家嘛我现在在外地我要睡在我把马上肯定的,5.4,不同意明日还款,no
231,df,4.2,询问明日能否还款,不了那边还没嗯,不了那边还没嗯,5.4,不同意明日还款,no
232,GHSC,4.2,询问明日能否还款,过两天你这两天还不上怎么那么多了,过两天你这两天还不上怎么那么多了,5.4,不同意明日还款,no
233,df,4.2,询问明日能否还款,嗯十六号处理,嗯十六号处理,5.4,不同意明日还款,no
234,df,4.2,询问明日能否还款,我知道啊这个有点紧张能不能下个月一起还呢下个月还五千多可以吗,我知道啊这个有点紧张能不能下个月一起还呢下个月还五千多可以吗,5.4,不同意明日还款,no
235,df,4.2,询问明日能否还款,诶怎么打开还不上我现在,诶怎么打开还不上我现在,5.4,不同意明日还款,no
236,benrenshoucui,4.2,询问明日能否还款,我这块到八号左右,我这块到八号左右,5.4,不同意明日还款,no
237,df,4.2,询问明日能否还款,哼我具体不知道到可能应该差不多嘛你能不能申请逾期两天都十五号他他们说十五号发工资,哼我具体不知道到可能应该差不多嘛你能不能申请逾期两天都十五号他他们说十五号发工资,5.4,不同意明日还款,no
238,GHSC,4.2,询问明日能否还款,礼拜四,礼拜四,5.4,不同意明日还款,no
239,GHSC,4.2,询问明日能否还款,因为我现在找不出钱我,因为我现在找不出钱我,5.4,不同意明日还款,no
240,benrenshoucui,4.2,询问明日能否还款,你要要到十五号,你要到十五号,5.4,不同意明日还款,no
241,RESC,4.2,询问明日能否还款,明天出来不了不要等到工程款下载的是这个的,明天出来不了不要等到工程款下载的是这个的,5.4,不同意明日还款,no
242,RESC,4.2,询问明日能否还款,明天你不行,明天你不行,5.4,不同意明日还款,no
243,GHSC,4.2,询问明日能否还款,不行然后天后天香港老板回来拿了钱,不行然后天后天香港老板回来拿了钱,5.4,不同意明日还款,no
244,df,4.2,询问明日能否还款,啊我说不上因为手里没钱,啊我说不上因为手里没钱,5.4,不同意明日还款,no
245,GHSC,4.2,询问明日能否还款,喂你有钱啦现在都没有钱,喂你有钱啦现在都没有钱,5.4,不同意明日还款,no
246,GHSC,4.2,询问明日能否还款,现在处理不了没钱,现在处理不了没钱,5.4,不同意明日还款,no
247,GHSC,4.2,询问明日能否还款,这个月没办法房间了下个月才还是就,这个月没办法房间了下个月才还是就,5.4,不同意明日还款,no
248,RESC,4.2,询问明日能否还款,我这两天不处理,我这两天不处理,5.4,不同意明日还款,no
249,RESC,4.2,询问明日能否还款,把他资金有问题啊,把他资金有问题啊,5.4,不同意明日还款,no
250,RESC,4.2,询问明日能否还款,啊下个月吧,啊下个月吧,5.4,不同意明日还款,no
251,GHSC,4.2,询问明日能否还款,我现在一分钱都没有了,我现在一分钱都没有了,5.4,不同意明日还款,no
252,benrenshoucui,4.2,询问明日能否还款,他就没有寄给我我怎么换,他就没有寄给我怎么换,5.4,不同意明日还款,no
253,RESC,4.2,询问明日能否还款,明天不能十号,明天不能十号,5.4,不同意明日还款,no
254,benrenshoucui,4.2,询问明日能否还款,明天也处理不了,明天也处理不了,5.4,不同意明日还款,no
255,benrenshoucui,4.2,询问明日能否还款,我来我不是跟你说了处理不了我在我,我来我不是跟你说了处理不了我在我,5.4,不同意明日还款,no
256,benrenshoucui,4.2,询问明日能否还款,大洲可以吗,大洲可以吗,5.4,不同意明日还款,no
257,GHSC,4.2,询问明日能否还款,八月十五号了,八月十五号了,5.4,不同意明日还款,no
258,benrenshoucui,4.2,询问明日能否还款,啊可能的话还要两个月样子,啊可能的话还要两个月样子,5.4,不同意明日还款,no
259,RESC,4.2,询问明日能否还款,外地月底能还了明天还不上,外地月底能还了明天还不上,5.4,不同意明日还款,no
260,df,4.2,询问明日能否还款,处理不了不行,处理不了不行,5.4,不同意明日还款,no
261,GHSC,4.2,询问明日能否还款,五号之后才可以,五号之后才可以,5.4,不同意明日还款,no
262,GHSC,4.2,询问明日能否还款,不是十五号一起在一起一起一起哇,不是十五号一起在一起哇,5.4,不同意明日还款,no
263,df,4.2,询问明日能否还款,你你这样子吧能不能帮我申请到二十号去,你这样子吧能不能帮我申请到二十号去,5.4,不同意明日还款,no
264,RESC,4.2,询问明日能否还款,嗯二十八号,嗯二十八号,5.4,不同意明日还款,no
265,RESC,4.2,询问明日能否还款,嗯明天不休下个月,嗯明天不休下个月,5.4,不同意明日还款,no
266,df,4.2,询问明日能否还款,我跟你们客服早就是沟通过了我是二十那个十四号提的车你没给我提前了是这样子吧你那是太过提前了还款,我跟你们客服早就是沟通过了我是二十那个十四号提的车你没给我提前了是这样子吧你那是太过提前了还款,5.4,不同意明日还款,no
267,benrenshoucui,4.2,询问明日能否还款,呃从明天我还没有呀,呃从明天我还没有呀,5.4,不同意明日还款,no
268,GHSC,4.2,询问明日能否还款,哎过几天,哎过几天,5.4,不同意明日还款,no
269,benrenshoucui,4.2,询问明日能否还款,嗯嗯这两天书画高考嘛也都没活活啥都不让干,嗯这两天书画高考嘛也都没活活啥都不让干,5.4,不同意明日还款,no
270,GHSC,4.2,询问明日能否还款,哎呀我我我不是我更新一下好不好呃再过两个月行不啊,哎呀我不是我更新一下好不好呃再过两个月行不啊,5.4,不同意明日还款,no
271,benrenshoucui,4.2,询问明日能否还款,不行就,不行就,5.4,不同意明日还款,no
272,RESC,4.2,询问明日能否还款,哦到三十号行吗,哦到三十号行吗,5.4,不同意明日还款,no
273,RESC,4.2,询问明日能否还款,明天不行啊今天还没有领工资还不行,明天不行啊今天还没有领工资还不行,5.4,不同意明日还款,no
274,df,4.2,询问明日能否还款,明天处理不了啊这几天还没钱还没到,明天处理不了啊这几天还没钱还没到,5.4,不同意明日还款,no
275,RESC,4.2,询问明日能否还款,明天不一定,明天不一定,5.4,不同意明日还款,no
276,RESC,4.2,询问明日能否还款,现在没办法现在遇到困难,现在没办法现在遇到困难,5.4,不同意明日还款,no
277,RESC,4.2,询问明日能否还款,这个时间段不有钱,这个时间段不有钱,5.4,不同意明日还款,no
278,RESC,4.2,询问明日能否还款,明天暂时不能十五号,明天暂时不能十五号,5.4,不同意明日还款,no
279,df,4.2,询问明日能否还款,明天不想要二十四号,明天不想要二十四号,5.4,不同意明日还款,no
280,RESC,4.2,询问明日能否还款,啊明天处理不了,啊明天处理不了,5.4,不同意明日还款,no
281,GHSC,4.2,询问明日能否还款,他是没有能力现在,他是没有能力现在,5.4,不同意明日还款,no
282,GHSC,4.2,询问明日能否还款,明天晚上八点前可能还不了哦,明天晚上八点前可能还不了哦,5.4,不同意明日还款,no
283,df,4.2,询问明日能否还款,啊知道知道了那个那个能不能就是等两天我找就是短信的行不行,啊知道知道了那个能不能就是等两天我找就是短信的行不行,5.4,不同意明日还款,no
284,df,4.2,询问明日能否还款,能不能换两天,能不能换两天,5.4,不同意明日还款,no
285,RESC,4.2,询问明日能否还款,我应该要三号过来三号五号之前处理的啊,我应该要三号过来三号五号之前处理的啊,5.4,不同意明日还款,no
286,benrenshoucui,4.2,询问明日能否还款,明天跟你说了处理不了我跟你说了咱两我怎么想办法给他们处理了然后要等跑,明天跟你说了处理不了我跟你说了咱两我怎么想办法给他们处理了然后要等跑,5.4,不同意明日还款,no
287,benrenshoucui,4.2,询问明日能否还款,一年也不行你因为我这个月两个周转不过来一下子,一年也不行你因为我这个月两个周转不过来一下子,5.4,不同意明日还款,no
288,benrenshoucui,4.2,询问明日能否还款,我到时候我我们其实我再重新额度再再给你们扣好吧我还不确定是什么时候的反正这几天吧,我到时候我我们其实我再重新额度再给你们扣好吧我还不确定是什么时候的反正这几天吧,5.4,不同意明日还款,no
289,GHSC,4.2,询问明日能否还款,我现在在外地,我现在在外地,5.4,不同意明日还款,no
290,df,4.2,询问明日能否还款,不是那我就就缓解还几天不行吗,不是那我就缓解还几天不行吗,5.4,不同意明日还款,no
291,GHSC,4.2,询问明日能否还款,这个是不行的哦要等到月底发工资才行了,这个是不行的哦要等到月底发工资才行了,5.4,不同意明日还款,no
292,df,4.2,询问明日能否还款,我刚才不是跟你讲了吗就是几天时间存进去明天处理不了,我刚才不是跟你讲了吗就是几天时间存进去明天处理不了,5.4,不同意明日还款,no
293,benrenshoucui,4.2,询问明日能否还款,呃你刚才出去老师宽限几天吧,呃你刚才出去老师宽限几天吧,5.4,不同意明日还款,no
294,RESC,4.2,询问明日能否还款,恩最近没钱,恩最近没钱,5.4,不同意明日还款,no
295,df,4.2,询问明日能否还款,啊我知道我昨天跟你们那边的人说了一下就是要到零幺到星期那个十四号下午三点左右我跟他说过了我因为这几天没钱,啊我知道我昨天跟你们那边的人说了一下就是要到零幺到星期那个十四号下午三点左右我跟他说过了我因为这几天没钱,5.4,不同意明日还款,no
296,GHSC,4.2,询问明日能否还款,嗯嗯看你新款都没钱处理呀,嗯看你新款都没钱处理呀,5.4,不同意明日还款,no
297,benrenshoucui,4.2,询问明日能否还款,好像没有了,好像没有了,5.4,不同意明日还款,no
298,RESC,4.2,询问明日能否还款,明天不知道,明天不知道,5.4,不同意明日还款,no
299,df,4.2,询问明日能否还款,明天不行明天是二十号,明天不行明天是二十号,5.4,不同意明日还款,no
300,benrenshoucui,4.2,询问明日能否还款,啊你先帮我延后一天吧,啊你先帮我延后一天吧,5.4,不同意明日还款,no
301,GHSC,4.2,询问明日能否还款,啊我没办法,啊我没办法,5.4,不同意明日还款,no
302,RESC,4.2,询问明日能否还款,哦我说六月二号,哦我说六月二号,5.4,不同意明日还款,no
303,benrenshoucui,4.2,询问明日能否还款,明天还处理不了就是两三天左右吧两三天左右就可以处理了,明天还处理不了就是两三天左右吧两三天左右就可以处理了,5.4,不同意明日还款,no
304,benrenshoucui,4.2,询问明日能否还款,比较过两天,比较过两天,5.4,不同意明日还款,no
305,GHSC,4.2,询问明日能否还款,我说我的月底,我说我的月底,5.4,不同意明日还款,no
306,RESC,4.2,询问明日能否还款,嗯嗯嗯嗯你不知道你们可能处理不了啊,嗯你不知道你们可能处理不了啊,5.4,不同意明日还款,no
307,benrenshoucui,4.2,询问明日能否还款,明天后天都打不上然后到你们公司从你们公司就呃总公司管管管乖乖兆的我的卡里的六百块钱就不见了然后让汇汇成啥的公司把我的六百块钱出走了然后我跟您明确,明天后天都打不上然后到你们公司从你们公司就呃总公司管管管乖乖兆的我的卡里的六百块钱就不见了然后让汇汇成啥的公司把我的六百块钱出走了然后我跟您明确,5.4,不同意明日还款,no
308,df,4.2,询问明日能否还款,以后一天还不了啊这边工资发不下来啊,以后一天还不了啊这边工资发不下来啊,5.4,不同意明日还款,no
309,benrenshoucui,4.2,询问明日能否还款,得两三天估计还得我那个,得两三天估计还得我那个,5.4,不同意明日还款,no
310,benrenshoucui,4.2,询问明日能否还款,嗯嗯明天下午啊不行啊,嗯明天下午啊不行啊,5.4,不同意明日还款,no
311,df,4.2,询问明日能否还款,嗯应该也不行吗,嗯应该也不行吗,5.4,不同意明日还款,no
312,df,4.2,询问明日能否还款,十八号下午,十八号下午,5.4,不同意明日还款,no
313,GHSC,4.2,询问明日能否还款,还不上啊,还不上啊,5.4,不同意明日还款,no
314,df,4.2,询问明日能否还款,嗯我在二十六号能够处理,嗯我在二十六号能够处理,5.4,不同意明日还款,no
315,df,4.2,询问明日能否还款,你给我宽限到哪天,你给我宽限到哪天,5.4,不同意明日还款,no
316,RESC,4.2,询问明日能否还款,不行他应该不行吧,不行他应该不行吧,5.4,不同意明日还款,no
317,benrenshoucui,4.2,询问明日能否还款,没有钱呢怎么给你我就不扣去了,没有钱呢怎么给你我就不扣去了,5.4,不同意明日还款,no
